seq,1AB,2AB,3AB,4AB,5AB,6AB,7AB
df94cb7c1f51d6e7df4a969d561b0a4d,0.374848851,0.656455142,0.078988942,0,0,0.349956255,1.330893362
22958f01426d8f1fe3f4922e13710669,0.314389359,0.666401432,0.073723012,0,0,0,0.374313758
0138936a169c4a0914606cedbcd38fa6,0.217654172,0.348120151,0,0,0,0,0.432540343
36b46a254875314bef7628b94ef8d7b6,0,0,0,0,0,0,0.066544668
2b574134383a97ed6d824d208c869f5f,0,0.328227571,0,0,0,0,0
6bb602f161cd434e740b0b0694a2fe7e,0,0.12930177,0,0,0,0,0
2da3ff46bfa58a914368731cfd699785,0,0,0,0,0,0,0.232906338
f98fa116a7cd278d487919ce8f3beaa5,0,0,0,0,0,0,0.149725503
ea5eeef4adcd29b79e56e455f9025517,0,0.328227571,0,0,0,0,0.291132923
7acb005545f52cba240718f427adffdc,0.169286578,0,0,0,0,0,0
230f936bbde428b48c67b563c84f874a,0,0.08951661,0,0,0,0,0
5ec4e02584b8c58b33bde92395188ffa,0,0,0,0,0,0,0.432540343
5c42ed518bd27aee21ee4cb65efb0283,0,0,0,0,0,0,0.033272334
5adea97be7d61a174324b19e19ba1dea,0,0.12930177,0,0,0,0,0
9e3e461620d3bc6fb82b614f65a5a69b,0,0,0,0,0,0,0.266178672
10c44552d4c97434c27397cd8246ed24,0,0.07957032,0,0,0,0,0
941c985cd594eddbaa7ba0e614bdf30f,0,0.208872091,0,0,0,0,0.083180835
da5b95ad4280c9fdb897bcfd2ab2880f,0.314389359,0,0,0,0,0,0
b94b3e9177961551c08f311f8515f346,0,0,0.073723012,0,0,0,0
75ae184615957ea74819e0710296a493,0,0.248657251,0,0,0,0,0
07246a1fc2c2fed9e54374f5ee46c333,0,4.525561965,0,0,0,0,0.091498919
32d1077d28b29a3f6b93e1c0cbad6fda,0,0.12930177,0,0,0,0,0
6589433bc08b7cdc5ea1e4928683ed00,2.654171705,0,7.446024223,20.69890575,0,3.455818023,0
7992a92dacb4d741b72a7c0f427fc5be,0,0,0.721432333,0,0,0,0
88dc9b1bf64124875974e6e8ce1bb2e0,0,0,0.073723012,0,0,0,0.066544668
f8ec439cb9f26e97be2793df3c52b03d,0,0,0,0.310624779,0,0,0.257860589
495cc889a2e82868482b1feb2f71fbd0,0.096735187,0.11935548,0.026329647,0,0,0,0.365995675
f4acc40b7b61bf7126ad84af26e93ed9,0,0,0,0,0,0,0.133089336
09304de7bcdde93714df6d4800a79b4d,0.374848851,0.586831112,0,0,0,0,0.623856264
6dfb10e6d92b2c7ec87175ad560bed2e,0,0,0.073723012,0,0,0,1.222758276
f07216e3758674127b729897fc2945ba,0,0,0,0,0,0,0.066544668
acb819d2b09f090ba6c3112028bbc54b,0.054413543,0.487368212,0,0,0,0,0.848444518
d58980847835905eb8bff61496ab72d1,0,0,0,0,0,0,0.083180835
1f1ff56fd37c5c9b1a9ac7b1d99e10b0,0.133010883,0.348120151,0.057925224,0,0,0,0.382631842
65c689dc4b8772012494d43535fd1102,0,0,0,0,0,0,0.099817002
22135ffe56620d7885a227a43322b5cb,0,0,0,0,0,0,0.058226585
fe7d515eee6acf8b010d898180fbd580,0,0.03978516,0,0,0,0,0
817505ccf93a252d80ac6191376cc419,0,0.338173861,0,0,0,0,0
669b72740b8bed1bcedbdbaa4b8be1e7,0.108827086,0,0,0,0,0,0.291132923
b5009fae8706ac30cf5f7eefead78d3e,0,0.08951661,0,0,0,0,0
1b7d9b83e481aeaf938729029a2a4c19,0,0.169086931,0,0,0,0,0
d0ecedb26a438ef8275b4d51fb523972,0,0.05967774,0,0,0,0,0
350b7cdb3a987d171e974ab16f998beb,0,0.05967774,0,0,0,0,0
c5aceb1c0837567d8fd6258bde60c07e,0,0.07957032,0,0,0,0,0
1a64ad1d7d485e3c1ed5980eaa2159bd,0,0.02983887,0,0,0,0,0
2e707ae206fd30644537a8329e2b9476,0,0,0,0,0,0,0.30776909
bab16dfe7bab8f56e30de9733e5a5964,0.048367594,1.014521583,0,0,0,0,0
52b9510cbb34f48661b26bc88b568e98,0,0,0,0,0,0,0.049908501
0b3409f24cff7c6aaaf882bfd4dff493,0,0.318281281,0,0,0,0,0
933438389be903228499f1cd1abecd6e,0,0.994629003,0,0,0,0,0
0b291123c105140e6524bb2a3cf8e278,0,0,0,0,0,0,0.099817002
a50b9465cd3e7850eae2011497a4f41b,0,0.12930177,0,0,0,0,0
a8615f5ca1d297895cc840a75212b907,0,0.547045952,0,0,0,0,0
b3065350a824fd28f7678de276da8e24,0,0.228764671,0,0,0,0,0
38907b8ef0546ef8dd587afd52a16f9c,0,0.188979511,0,0,0,0,0
34f74c82bbd5954315b8ed382098d1c8,0,0.03978516,0,0,0,0,0
179d895b348b0c8ef63d490659897c88,0,0.02983887,0,0,0,0,0
d0edf43c1f49517b1ec9d89bf78ecc72,0,0.13924806,0,0,0,0,0
aac79b65f271a3c817aa2c4d9092385a,0,0.03978516,0,0,0,0,0
a19152d55f42fc72a3a0f985d2615aab,0,0,0,0,0,0,0.274496756
15c0fe41b25c6504b8dbe48ae72283d0,0.114873035,0,0,0,0,0,0
c4e4099ec1bfe887a9442317004d5af8,0,0.03978516,0,0,0,0,0
9e54e8d50785a84f97b38e3eb665dda0,0,0,0,0,0,0,0.14140742
c99dd2353697161faecee673e0eda7b2,0,0,0,0,0,0,0.14140742
ab650124f4caf66dce2eb15ea812aabc,0,0,0,0,0,0,0.024954251
e1d678e0c2f5463421eec27874b0fab3,0,0,0,0,0,0,0.216270171
67c1a8bf0bfc9f12b08dd24696f64393,0,0,0,0,0,0,0.116453169
d70d68ad9dc93090cde7d27dd19cbd6c,0,0.11935548,0,0,0,0,0
acfe0924c0f9c6ca3720854b5b458d54,0.024183797,0,0,0,0,0,0
91b0e901cfecbf218fbaa882071bc0ff,0,0,0,0,0,0,0.083180835
f988ea53dbaa37384a49d4315240db30,0,0,0,0,0,0,0.074862752
1538ea40c64a63b36dd4734f3874696c,0,0.12930177,0,0,0,0,0
dbfbe44b1bfed5e0ad886db078e9efc3,0,0.03978516,0,0,0,0,0
7a40f4cd070ab0fbebfa8749c02f9a24,0,0.08951661,0,0,0,0,0
acd8641e0e61f749c4868b189c4a5bcb,0,0.05967774,0,0,0,0,0
482bb3761a6b11b4cfb4e1b618231157,0,0,0,0,0,0,0.274496756
efde527a9af4cac96884dbd692f6e11c,0.048367594,0,0,0,0,0,0
c3f475427911c04c575aa82da42978ce,0,0.08951661,0,0,0,0,0
22b437d42a93adf1a1f4912a2f2bc487,0,0.547045952,0,0,0,0,0
dfb51cae292f5c925838e01ad8633801,0,0.248657251,0,0,0,0,0
8a9c97139a7d864eda93a0dc3e73ecb9,0,0.467475632,0,0,0,0,0
a6efdb52a04e05a2a1be52f5516784fa,0.036275695,0.566938532,0,0,0,0,0.390949925
cd05a4b1cda569ae366c6980823f4c72,0.399032648,0,0.131648236,0.430638899,0,0,2.736649476
baa4a4f4c8d40a784e35ff0313bf0ccb,0.731559855,0,0,0,0,0,0
08ea1c9b9d368cd6d9bfeb8857e90315,1.203143894,0,1.448130595,0,0,0,0.840126435
1da23dee00520d2c9e0e21bac4a70bca,0.677146312,0,0.810953133,0,0,0,0.548993512
6e01e4385cee37baa2cba8e4af01c030,0,0.149194351,0,0,0,0,0.083180835
34fa052ba379ce4b7382a32d0a8a20d9,0,0.07957032,0,0,0,0,0.091498919
492422c8881f2e782fccb0225f1c68ab,0,0,0,0,0,0,1.114623191
82680afcead9dae8b852ada671d270eb,0.126964933,0,0,0,0,0,0
1373be75f9d0d02955903df6b67d0a9e,0,0,0,0.03529827,0,0,0
9a476e21b000755d97c11d899a4ecfac,0,0.03978516,0,0,0,0,0
8466f2635d9fbf9c51a04877474f3d09,0.320435308,0,0,0,0,0,0
353069fb5e4736dc8211b3258b69484a,0.665054414,0,0.036861506,0,0,0,0
3b04ef795d02d4d5ddc42f2c2598e1d7,0,0,0,0,0,0,0.124771253
026600da36b900cf6ff6ee481b90793a,0,0.05967774,0,0,0,0,0
edb731a5013cc4bcaf0ce56fbd850e20,0,0.179033221,0,0,0,0,0
1b2f4342857d36d36a40ca1bdeb10c3c,0,0.0994629,0,0,0,0,0
0528c8d6cf081ba719cf96cb550150fb,0,0.218818381,0,0,0,0,0
e6141036b0768b50c8079ce8ba7222f9,0,0,0,0,0,0,0.049908501
daa77caa8a4b4634298825b012419e0b,0,0,0.063191153,0,0,0,0
e8c1e783e60161fe039cc419a3717b1f,0.036275695,0,0.042127435,0,0,0,0.207952088
ac164649e33237f799c1ffee4f344d5d,0,0,0,0.021178962,0,0,0
535887d75db6f21831a65b42a9d5752f,0.163240629,0.407797891,0.042127435,0,0,0,0.083180835
92392a51132c9a52e6656c5819c880c1,0,0.278496121,0,0,0,0,0
d22fdbfe90bbc24d483ffecb1fcd6304,0,0,0,0,57.14285714,0,0
d73a01cf4394c6ce1b6f91249a590671,0,0,0,0,0,0,0.024954251
3487ee381e9bba57861b67ac3936d665,1.318016929,0,0.105318589,2.499117543,0,0,1.081350857
a7e2aab7ed38fa80afb1e71ea103a92b,0.102781137,0,0,0.070596541,0,0,0
aac8af08de9af6f82484017f2ba9bf0e,0,0,0,0,0,0,0.024954251
dcc552ee0bfe584a9f79fd3d7893047f,0,0,0,0,0,0,1.430710364
2f5695c1563063d2b821ab2eecfa3bd3,0,0,0,0,0,0,1.006488105
3d34374d81a96ce4972b93ef5dae9b82,0,0,0,0,0,0,0.607220096
baeb737cd91a3f753ae80b8a17726cbf,0,0,0,0.232968585,0,0,0
3dd54183eecfa8bb215520814056e4b0,0,0,0,17.00670667,0,0,0
1240eb67c8c5004296a23b80d1a10296,0.15719468,0,0.042127435,16.35015884,0,0,0
1b976cc787b3465ddcc891c15c968a9b,0.175332527,0,0,19.92234381,0,0,0
ae72db992b92b97750fc6662153b5369,0,0,0,2.823861631,0,0,0
016c815a4508d59f5cd00df84f95fa5d,0,0,0,15.18531592,0,0,0
2b62bf55e8226888eabfb4f4da82a02f,0,0,0,0,0,0,0.049908501
a5ad9574a1f8aea06b6dfaff6eddfff7,0.580411125,0,60.99526066,0,0,1.968503937,0.049908501
9eaf3126b1a59d53885da5e5b61ab98f,0,0.05967774,0,0,0,0,0
bcac80523974ad67a82b1296166a1958,0,0.01989258,0,0,0,0,0
6a17f96a0732dc8ebec39a0b3da54e9c,0,0,0,0,0,0,0.033272334
387e55351173005dafa6c6bde69de4b3,0,0.05967774,0,0,0,0,0
848451a3853d056f1b0b123b39ebf894,0.108827086,0.218818381,0,0,0,0,0
e94618b44f9856c9a2151cab1800a460,0,0,0,0,0,0,0.14140742
b87169030deed04dc4b504c53964ffbe,0,0.06962403,0,0,0,0,0
296d6ec16e429c508b1051c514c88995,0,0,0,0,0,0,0.033272334
197c1736a92b42d2671a7ea927a9d7d8,0,0,0,0,0,0,0.158043587
87e2bfb52174f1764d735f93e86017d3,0,0,0.068457083,0,0,0,0.182997837
837fac58184ea8859178d48a58ba68df,0.126964933,0,0,0,0,0,0
28b17f4cc0902ec3769d42d0a80b77a9,0.036275695,0.08951661,0,0,0,0,0
89ef0821da329dc594150d0643cf84ff,0,0,0,0,0,0,0.074862752
1b928ac12dc87878c3c36113baa33d56,0,0,0.031595577,0,0,0,0.074862752
48ca5b4f7cb58d4a146837de341a2604,0.314389359,0.387905311,0.073723012,0,0,0,0.274496756
290918c109d36a2118db85628b969b60,0,0.05967774,0,0,0,0,0
2f0fb7a3fc1c8cb3d0c41d5e04f118c8,0.066505441,0,0,0,0,0,0
b7ae634ecd3e2b7ecd79ec0f6811f503,0,0,0,0,0,0,0.066544668
26ef86afa44dbbdebbae8f35e590f52e,0.054413543,0,0.042127435,0,0,0,0.224588255
dc904fe6b4e0157d1122fd930c699393,0,0.13924806,0,0,0,0,0
66e1d2186af688e37756c563682ca53c,0.054413543,0,0,0,0,0,0.049908501
fd66678cf39f676cb57820da4a793b6f,0,0.248657251,0,0,0,0,0
a67c7071b283c3513d9aa4cf63879d6e,0,0,0,0,0,0,0.133089336
efd35b49c84cc81b0eee2d6d3a3afdd6,0,0.04973145,0,0,0,0,0
45338bb6feec3aca942618bba0a40ca5,0,0.03978516,0,0,0,0,0
164212c0910ca9770a6bd13bcb2c5d05,0,0,0,0,0,0,0.133089336
0afdd7eddb9a71ce53cf6487747ec98c,0,0.0994629,0,0,0,0,0
6915ea7e3a7dfc29a63172976f4e8ad7,0,0.05967774,0,0,0,0,0
50285c59a58cda2d889cb954c022a93a,0,0,0,0,0,0,0.299451006
9f320ec9d312f6f94fd8e600383871e2,0,0.02983887,0,0,0,0,0
4b477a87af5d6bb1e6ed1996166eb737,0,0,0,0,0,0,0.124771253
d5004573c96ec6eedcc4348d1145db37,0,0.10940919,0,0,0,0,0
21154dbe9d1fd27c98e5ee78bb11560c,0,0.03978516,0,0,0,0,0
bc15f0e20879b79188fa5ea9e191428c,0.302297461,0.576884822,0.110584518,0,0,0,0.332723341
36e38981bc99d5d7fdd5959ca41f6313,0,0,0,0,0,0,0.074862752
344b8fcfc08a17bb7443c1ad11ea3151,0,0.348120151,0,0,0,0,0
c9b31faab55540402c5dd215346884f3,0,0,0,0,0,0,0.174679754
6b68ebbc9e9e8d26fa7018cf163d4848,0,0.04973145,0,0,0,0,0.049908501
3a2b84cb36acad1919fcb5115f0b9e31,0,0.03978516,0,0,0,0,0.024954251
7ad290ae94d2ece8c7e76f06f4c89d34,0,0,0,0,0,0,0.024954251
52708c2cfa926ba9b2f69878c97cee2c,0.084643289,0,0,0,0,0,1.788387955
b2ff885cfa369aebbe03c92cfd165310,0,0,0.052659294,0,0,0,0
3e0febfb4a6a1915ac7dbadd489360be,0.024183797,0,0,0,0,0,0
343a27b1061e61e847b0727632965912,0,0,0,0,0,0,0.124771253
cc17319408547305365e46eae1cb5f71,0,0,0,0,0,0,0.049908501
d96a2ea1b09f080f66ce79b9ddfa768e,0.133010883,0,0,0,0,0,0.598902013
564dff3148781f436e49ebbfb2590a6a,0,0,0,0,0,0,0.083180835
2bddc2b3135c58873be21f4d125d6182,0.090689238,0,0,0,0,0,0
28b5f35cfb5f0516e5e5f896428abdcd,0.120918984,0,0.115850448,0,0,0,0.374313758
ab2050607cb3fe172ea918d5a17a46c7,0,0,0,0,0,0,0.507403094
cae94f2147a0220ca1e5a6148f569f82,0,0,0,0,0,0,0.124771253
fc91b1d6efa2d63ad830349556a06220,0.072551391,0.08951661,0.021063718,0,0,0,0
1db7fb888012089960006f42143c48af,0,0,0,0,0,0,0.058226585
8b42e63e1fe8e14326fe559f8a2cce81,0,0.12930177,0,0,0,0,0
c99bcc4ed3b2887c914e9faf48d63e3f,0.102781137,0.07957032,0,0,0,0,0.149725503
caafd6d1ef718ac1a2b7473f47d9340b,0.102781137,0.159140641,0,0,0,0,0.091498919
5168bf777455dc70f1c34ec41bad296e,0,0,0,0,0,0,0.099817002
f7cd883911df8e8913db36706662c1a3,0,0.03978516,0,0,0,0,0
405648482a348320fe4470fddebb64c6,0,0,0,0,0,0,0.241224422
fb9d8df11e01ae4c33acac6db5a518b8,0.090689238,0.179033221,0,0,0,0,0.058226585
a5a1519fb2b6c41d9cbc7937a35a9e32,0,0.198925801,0,0,0,0,0
55c33f40750949b6f6bb1a041377c8ea,0,0.159140641,0,0,0,0,0
ed541c87d5df87ae71fac96b59bc34aa,0,0.11935548,0,0,0,0,0
913e8b6ddca7947f95db836301d8e9cd,0,0.208872091,0,0,0,0,0.133089336
29b313a5262947210e3e9de415abaead,0.036275695,0,0,0,0,0,0
06894625cc4725640c9c1bba0d9aefc8,0,0.08951661,0,0,0,0,0
ec3fc3f61c2e9c1a7f32bc622801ac2c,0,0,0,0,0,0,0.041590418
5d022d2abb20ba3874d08d23862090fd,0,0.05967774,0,0,0,0,0
3d20b16bfe9d7734e33948f1f8eacf77,0,0.10940919,0,0,0,0,0
a0ecf69202e62fe969206ad4b1445b61,0,0,0,0,0,0,0.024954251
7d685545a7ef47872164603971e5e80d,0,0.10940919,0,0,0,0,0
4cec2826da45c90930f69ae290165f1d,0,0.775810623,0,0,0,0,0
33bd910369d558fc1d433d0cc22aabdc,0,0.616669982,0,0,0,0,0
bb617d32673d5f60d6216a07ad7a42bc,0,0,0,0,0,0,0.191315921
e1382120e151d51cb3b3b6900845f1c8,0,0,0,0,0,0,1.547163534
4ced6b735a53af484d0cf4f620846dcd,0.024183797,0,0,0,0,0,0.78189985
211c2bf941e5c4e05078cf20a194b0be,0,0.566938532,0,0,0,0,0
5895fd43df41dc8e5f636e79ffdcfa94,0,0.03978516,0,0,0,0,0
c86ca8792c7be96d7699dead5edccd91,0,0.477421922,0,0,0,0,0
a6e69a1d97c797ccefc9a46e1e9d59b9,0,0.04973145,0,0,0,0,0
966a27b7648de7ac63f5c15a8be0d10a,0,0,0,0,0,0,0.049908501
2b33fe69214c39198384dc9686326117,0,0,0,0,0,0,0.033272334
1fec65b4367588a38fc1fcf85a693336,0,0.07957032,0,0,0,0,0
31c50a4d3207815f673d3edebf772af3,0,0,0,0,0,0,0.016636167
9e81dcd765edee468ffb26d86b810795,0.048367594,0.179033221,0,0,0,0,0
59c5995d732f22fe559c04802246529b,0.120918984,0.457529342,0,0,0,0,0
2712088c692ac09b8656f6b6d660a866,0,0.03978516,0,0,0,0,0
5db694edf839eff28cb6a47bb5b50693,0.296251511,0.447583052,0.036861506,0,0,0,0.158043587
a36b617c346af9dc1b8b18938adc2fc9,0,0.04973145,0,0,0,0,0
410e95b05efd63867444aa0a2458b97c,0,0.03978516,0,0,0,0,0
7b38bded14744e6cd6bceb54464983f4,0,0.169086931,0,0,0,0,0
3797250ec58998dfcb3eb43ad12fff82,0,0.01989258,0,0,0,0,0
8414a5712bde54805a0b3e12e1684607,0,0.02983887,0,0,0,0,0
d4bbada602eb08d4609fe2fca3160d40,0,0.06962403,0,0,0,0,0
0c0dcadbd501e2c17ca71995ed0b7ee1,0,0,0,0,0,0,0.108135086
d57543b38df2129448b58807cb5965d0,0,0,0,0,0,0,0.041590418
808f5cd9975425a879bdc9f2084edbe5,0,0.02983887,0,0,0,0,0
fc6ec62c32ebdbdcb0e50a48f05c4545,0,0.07957032,0,0,0,0,0
c259cda388580d886e6cbb43a1272e68,0,0.208872091,0,0,0,0,0
699a503fd68b2f5483101066d6895dcd,0,0.08951661,0,0,0,0,0
07ab589574a5adeae211c91efb58a71f,0,0,0,0,0,0,0.033272334
1b466e68d3565173e45948bb92dc4bc1,0,0.03978516,0,0,0,0,0
9911474e3c7b9e7a8a86278be3741e31,0,0.06962403,0,0,0,0,0
d32b216fc90bc092634d87dbc9e8baab,0.030229746,0.527153372,0,0,0,0,0
58110345812f524d9a669d08b86d638e,0,0.03978516,0,0,0,0,0
e27e3671c48f3fc26fc25bfb66487cbc,0,0.01989258,0,0,0,0,0
a77c9d2b8200bef0d694237279a593f8,0,0.04973145,0,0,0,0,0
22fa460af93a84061844f0660d43797e,0,0.586831112,0,0,0,0,0
5f76a3b05585da3a513858cce5fa4aad,0,0.308334991,0,0,0,0,0
